"","occurrence_no","phylum","class","order","family","genus","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","diet","diet_basis","ref_author","ref_pubyr"
"576",18785,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Thyrastylon","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"577",18786,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Agriopleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"578",18797,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Tampsia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"579",18798,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Tampsia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"580",18799,"Mollusca","Bivalvia","Hippuritida","Antillocaprinidae","Titanosarcolites","marine","Antillocaprinidae","stationary, attached","Hippuritida","epifaunal","Antillocaprinidae","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"581",18800,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Trechmannites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"582",18801,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Trechmannites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"583",18802,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Trechmannites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"584",18837,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"585",18838,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"586",18840,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"587",18847,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"588",18848,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Etea","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"589",18872,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"590",18875,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Incomatiella","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"591",18881,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"592",18888,"Mollusca","Bivalvia","Veneroidei","NO_FAMILY_SPECIFIED","Protagelus","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"593",18913,"Mollusca","Bivalvia","Trigoniida","NO_FAMILY_SPECIFIED","Skwarkoella","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"594",18914,"Mollusca","Bivalvia","Trigoniida","Pterotrigoniidae","Oistotrigonia","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"595",18925,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"596",18935,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Joufia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"597",18936,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Lapeirousia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"598",18938,"Mollusca","Bivalvia","Hippuritida","Caprinidae","Sabinia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"599",18957,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"600",18961,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"601",18971,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Joufia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"602",18972,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"603",18973,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"604",19007,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"605",19008,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Ambigostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"606",19014,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"607",19023,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Venilicardia","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"608",19029,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"609",19030,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"610",19055,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"611",19062,"Mollusca","Bivalvia","Trigoniida","Megatrigoniidae","Pterotrigonia (Scabrotrigonia)","","","facultatively mobile","Trigoniida","infaunal","Trigoniida","suspension feeder","Trigoniida","Jablonski and Raup 1999",1999
"612",19069,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"613",19070,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"614",19071,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Bournonia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"615",19072,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Bournonia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"616",19073,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Colveraia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"617",19074,"Mollusca","Bivalvia","Hippuritida","Trechmannellidae","Dictyoptychus","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"618",19075,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Durania","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"619",19076,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Durania","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"620",19081,"Mollusca","Bivalvia","Hippuritida","Plagioptychidae","Plagioptychus","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"621",19082,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Praeradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"622",19083,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Pseudopolyconites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"623",19084,"Mollusca","Bivalvia","Hippuritida","Caprinidae","Sabinia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"624",19090,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Vautrinia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"625",19091,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Osculigera","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"626",19122,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Bournonia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"627",19123,"Mollusca","Bivalvia","Hippuritida","Trechmannellidae","Dictyoptychus","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"628",19124,"Mollusca","Bivalvia","Hippuritida","Trechmannellidae","Dictyoptychus","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"629",19126,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Lapeirousia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"630",19138,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
"631",19147,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"632",19148,"Mollusca","Bivalvia","Veneroidei","Arcticidae","Veniella","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"633",19149,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"634",19150,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Radiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"635",19187,"Mollusca","Bivalvia","Hippuritida","Monopleuridae","Gyropleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"636",19189,"Mollusca","Bivalvia","Veneroidei","NO_FAMILY_SPECIFIED","Birkelundita","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"637",19222,"Mollusca","Bivalvia","Hippuritida","Monopleuridae","Gyropleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"638",19279,"Mollusca","Bivalvia","Cardiida","Kalenteridae","Myoconcha","","","facultatively mobile","Bivalvia","infaunal","Bivalvia","suspension feeder","Bivalvia","Jablonski and Raup 1999",1999
"639",19291,"Mollusca","Bivalvia","Hippuritida","Monopleuridae","Gyropleura","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"640",19300,"Mollusca","Bivalvia","Veneroidei","NO_FAMILY_SPECIFIED","Birkelundita","","","facultatively mobile","Veneroidei","infaunal","Veneroidei","suspension feeder","Veneroidei","Jablonski and Raup 1999",1999
"641",19309,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Bournonia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"642",19310,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Bournonia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"643",19311,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Biradiolites","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"644",19312,"Mollusca","Bivalvia","Hippuritida","Radiolitidae","Sauvagesia","marine","Hippuritida","stationary, attached","Hippuritida","intermediate-level epifaunal, gregarious","Hippuritida","suspension feeder","Hippuritida","Jablonski and Raup 1999",1999
"645",19348,"Mollusca","Bivalvia","Ostreida","Flemingostreidae","Agerostrea","marine,brackish","Ostreida","stationary, attached","Ostreida","epifaunal","Ostreida","suspension feeder","Ostreida","Jablonski and Raup 1999",1999
