,occurrence_no,early_interval,late_interval,max_ma,max_ma_error,max_ma_method,min_ma,min_ma_error,min_ma_method,direct_ma_value,direct_ma_error,direct_ma_method,formation,member,spatial_resolution,collection_dates,ref_author,ref_pubyr,Late_Age,Early_Age,min_Ma,max_Ma,Ref
44682,149612,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Calcarenites du Jadet,,parautochthonous,1971,Paris and Taquet 1973,1973,,,,,
44684,149856,Late Barremian,Early Aptian,125.77,NA,,119.57,NA,,NA,NA,,Vectis,,,,Buffetaut and Hutt 1980,1980,,,,,
44685,150091,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,North Horn,,,,Difley and Ekdale 1999,1999,,,,,
44687,150834,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Moncks Corner Greensand,,,,Gibbes 1845,1845,,,,,
44688,151518,Early Albian,Middle Albian,113.2,NA,,106.3,NA,,NA,NA,,Marnes bleues,,,,Gale et al. 1996,1996,,,,,
44726,151559,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Marnes Bleues,Upper,,,Gale et al. 1996,1996,,,,,
44760,157259,Middle Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Moonkinu,,parautochthonous,,Stilwell and Henderson 2002,2002,,,,,
44808,200364,Danian,,66,NA,,61.66,NA,,NA,NA,,Calcaire de Vigny,,,,Pacaud et al. 2000,2000,,,,,
44943,203979,Pu2,,66,NA,,63.4,NA,,NA,NA,,Ravenscrag,,,1954,Russell 1974,1974,,,,,
45015,205077,Danian,,66,NA,,61.66,NA,,NA,NA,,Calcaire de Mons,,,,Glibert 1973,1973,,,,,
45236,205408,Selandian,,61.66,NA,,59.24,NA,,NA,NA,,Agatdal,Turritellakloft,,,Kollmann and Peel 1983,1983,,,,,
45498,220101,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Two Medicine,Flag Butte,parautochthonous,,Varricchio 1993,1993,,,,,
45528,232268,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Altamira,,,,Wilmsen 1996,1996,,,,,
45537,244948,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Al Hassanat,,,,Masse et al. 1997,1997,,,,,
45549,245118,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Mural Limestone,,,,Scott 1981,1981,,,,,
45554,245339,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Sant Corneli,Sant Pere de Vilanoveta,,,Skelton et al. 1995,1995,,,,,
45563,248804,Early Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Streiteck,Atzl Reef,,,Sanders and Baron-Szabo 1997,1997,,,,,
45585,251360,Eocene,,56,NA,,33.9,NA,,NA,NA,,Okinoyama,,,,Huzioka and Takahasi 1970,1970,,,,,
45589,255472,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Itsuki,,,1989,Azuma et al. 1992,1992,,,,,
45592,255476,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Nochino,,autochthonous,1990,Azuma et al. 1992,1992,,,,,
45602,256595,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Xinlong,,,"1960s, 1973, 2001, 2016–2016",Buffetaut et al. 2008,2008,,,,,
45603,260080,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Magyaregregy Conglomerate,,allochthonous,,Csázár and Turnsek 1996,1996,,,,,
45625,260110,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Hidasivölgy Marl,,,,Csázár and Turnsek 1996,1996,,,,,
45649,262183,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Gara Sbaa,,,"1995, 2008",Sereno et al. 1996,1996,,,,,
45650,273788,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Tanohata,,,,Sano 1991,1991,,,,,
45651,276671,Maastrichtian,,72.2,NA,,66,NA,Ar/Ar,NA,NA,,Lameta,,parautochthonous,"1850–1860, 1877, 1920, 1932",Hislop 1859,1859,,,,,
45714,279018,Middle Cenomanian,Late Cenomanian,100.5,NA,,93.9,NA,,NA,NA,,Bey Daglari,,,,Sari and Ozer 2002,2002,,,,,
45727,280204,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Bearpaw Shale,,allochthonous,1901,Douglass 1902,1902,,,,,
45729,281590,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Navesink,,parautochthonous,,Gallagher 2002,2002,,,,,
45755,281631,Late Maastrichtian,Early Paleocene,72.2,NA,,61.66,NA,,NA,NA,,Hornerstown,,,,Gallagher 1984,1984,,,,,
45787,282558,Danian,,66,NA,,61.66,NA,,NA,NA,,Poudingue de Ciply,,,,Glibert and van de Poel 1973,1973,,,,,
45844,282653,Danian,,66,NA,,61.66,NA,,NA,NA,,Tufeau de Ciply,,,,Glibert and van de Poel 1973,1973,,,,,
45863,282729,Danian,,66,NA,,61.66,NA,,NA,NA,,Calcaire de Eisden,supérieur,,,Glibert and van de Poel 1973,1973,,,,,
45910,284155,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Czarnorzeki Beds,Upper,,,Krach 1963,1963,,,,,
45999,284260,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Babica Beds,Babica Clays,,,Krach 1963,1963,,,,,
46203,286403,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,St. Mary River,,,"1955, 1957",Langston 1976,1976,,,,,
46207,286796,Wasatchian,,56,NA,,51.1,NA,,NA,NA,,Willwood,,,,Gingerich 1989,1989,,,,,
46213,288695,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Chachao,,,,Palma and Angeleri 1992,1992,,,,,
46350,292000,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Eagle,lettered sands,parautochthonous,,Van Boskirk 1998,1998,,,,,
46351,292246,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Opoka,,,,Abdel-Gawad 1986,1986,,,,,
46353,292580,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Muhroni Agglomerates,,,1978 - 1980,Pickford and Andrews 1981,1981,,,,,
46354,292848,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Frontier,Belle Fourche,allochthonous,1900s,Williston 1905,1905,,,,,
46355,294239,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,opoka,,,,Abdel-Gawad 1986,1986,,,,,
46391,294662,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Pindiga,,,,Taylor and Zaborski 2002,2002,,,,,
46398,294842,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Chenaibo,,,,Obata et al. 1989,1989,,,,,
46868,296372,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,marly chalk,,,,Abdel-Gawad 1986,1986,,,,,
47029,297266,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Greensand,,,,Abdel-Gawad 1986,1986,,,,,
47045,297950,Tiffanian,,60.9,NA,,57.5,NA,,NA,NA,,Fort Union,,parautochthonous,,Wilf 2000,2000,,,,,
47058,303812,Middle Eocene,,48.07,NA,,37.71,NA,,NA,NA,,Subanthu,,,,Kumar et al. 1997,1997,,,,,
47063,304765,Early Eocene,Middle Eocene,56,NA,,37.71,NA,,NA,NA,,Subathu,,,,Ranga Rao and Misra 1983,1983,,,,,
47080,332423,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Cipiapa,,,,Alencaster 1973,1973,,,,,
47093,339094,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Asagai,,,,Ishida 1992,1992,,,,,
47101,342957,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Shellenberger Canyon,,parautochthonous,pre-1958,Miller 1964,1964,,,,,
47109,343018,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Fort Crittenden,,,,Miller 1964,1964,,,,,
47115,343535,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Sebayashi,,autochthonous,,Matsukawa and Obata 1985,1985,,,,,
47121,343761,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Kuwajima,,,"1985, 1997-2009",Matsuoka et al. 2002,2002,,,,,
47124,343948,Ypresian,,56,NA,,48.07,NA,,NA,NA,,La Meseta,,,,Hooker 1992,1992,,,,,
47149,365959,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Salt Mountain Limestone,,,,Bryan et al. 1997,1997,,,,,
47151,366635,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Trieste Karst Limestone,,,,Caffau et al. 1992,1992,,,,,
47168,366655,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Aruma,Khanasir,,,Skelton and El-Asa'ad 1992,1992,,,,,
47181,368116,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Fruitland,Fossil Forest,,1977,Rowe et al. 1981,1981,,,,,
47182,370023,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Maastrichtian chalk,,,,Heinberg 1999,1999,,,,,
47201,370056,Danian,,66,NA,,61.66,NA,,NA,NA,,Rødvig,Cerithium Limestone,,,Heinberg 1999,1999,,,,,
47327,370348,Late Paleocene,,59.24,NA,,56,NA,,NA,NA,,Aquia,Paspotansa,,,Ward and Waller 1988,1988,,,,,
47403,370627,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Hatchetigbee Bluff,Bashi,,,Aldrich 1921,1921,,,,,
47423,370924,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Mesilla Valley Shale,,,,Turnsek et al. 2003,2003,,,,,
47425,370964,Middle Albian,Late Albian,110.1,NA,,100.5,NA,,NA,NA,,Del Norte,,,,Turnsek et al. 2003,2003,,,,,
47427,371343,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Korycany,,,,Eliásová 1997,1997,,,,,
47535,372850,Late Santonian,Middle Campanian,85.7,NA,,72.2,NA,,NA,NA,,Blufftown,,,,Schwimmer 1986,1986,,,,,
48031,384567,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Lumachelle calcaire marin,,,,Gorodiski and Lavocat 1953,1953,,,,,
48034,384709,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Bagshot,,allochthonous,,Chandler 1962,1962,,,,,
48035,385821,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,President Beaches,Lenticular Sandstone,,,Kelly 1995,1995,,,,,
48037,385844,Late Jurassic,Early Cretaceous,161.5,NA,,100.5,NA,,NA,NA,,Spence Harbour Conglomerate,,,,Thomson 1981,1981,,,,,
48084,386321,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,La Posa,,,1984–2003,Buscalioni et al. 1986,1986,,,,,
48087,386327,Lutetian,Bartonian,48.07,NA,,37.71,NA,,NA,NA,,Snatolskaya,lower,,,Oleinik 2001,2001,,,,,
48161,386402,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Kovachinskaya,,,,Oleinik 2001,2001,,,,,
48199,387025,Early Cretaceous,,143.1,NA,,100.5,NA,,NA,NA,,Fuxin,,,,Xu et al. 1998,1998,,,,,
48202,387031,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Shahai,,,,Xu et al. 1998,1998,,,,,
48208,387077,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Jiufotang,,,,Xu et al. 1998,1998,,,,,
48211,387507,Early Berriasian,,143.1,NA,,141,NA,,NA,NA,,Rosso Ammonitico,,,,Cecca et al. 2001,2001,,,,,
48213,387509,Late Berriasian,,139.1,NA,,137.05,NA,,NA,NA,,Latimusa,,,,Cecca et al. 2001,2001,,,,,
48223,387694,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Koranga Sandstone,,,,Speden 1973,1973,,,,,
48226,387698,Urutawan,Ngaterian,108.4,NA,,95.2,NA,,NA,NA,,Karekare Siltstone,,,,Speden 1973,1973,,,,,
48229,387701,Urutawan,,108.4,NA,,103.3,NA,,NA,NA,,Te Wera Sandstone,,,,Speden 1973,1973,,,,,
48231,387725,Early Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Subway,,,,Immel and Mutterlose 1980,1980,,,,,
48402,391323,Danian,,66,NA,,61.66,NA,,NA,NA,,Locatelli,,,,Clark 1981,1981,,,,,
48426,391352,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,San Lorenzo,Rices Mudstone,,,Clark 1981,1981,,,,,
48464,391413,MP 24,,33.9,NA,,27.3,NA,,NA,NA,,Calcaires de Vacheres,,,,Hugueney et al. 1971,1971,,,,,
48467,391526,Chattian,Aquitanian,27.3,NA,,20.45,NA,,NA,NA,,Vaqueros,,,,Clark 1981,1981,,,,,
48468,391536,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Tucumcari,,,,Kues 1997,1997,,,,,
48482,391700,Chattian,,27.3,NA,paleomagnetic,23.04,NA,paleomagnetic,NA,NA,,Clallam,,,,Addicott 1976,1976,,,,,
48698,392262,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Narrow Cape,,,,Allison and Marincovich 1981,1981,,,,,
48712,392489,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Pittsburg,,allochthonous,,Moore 1976,1976,,,,,
48718,392495,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Pittsburg Bluff,,allochthonous,,Moore 1976,1976,,,,,
48932,392753,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Bathurst Island,Moonkinu,,,Glaessner 1980,1980,,,,,
48936,392778,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Agrio,,,,Aguirre-Urreta and Rawson 1999,1999,,,,,
49165,393387,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Coaledo,Lower,,,Allen and Baldwin 1944,1944,,,,,
49166,393388,Ypresian,Lutetian,56,NA,,41.03,NA,,NA,NA,,Tyee,,,,Allen and Baldwin 1944,1944,,,,,
49177,393562,Middle Eocene,Late Eocene,48.07,NA,,33.9,NA,,NA,NA,,Unnamed,,,,Vedder and Norris 1963,1963,,,,,
49208,394490,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 1,,,,Kadolsky 1975,1975,,,,,
49210,394495,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 2a,,,,Kadolsky 1975,1975,,,,,
49212,394507,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 2b,,,,Kadolsky 1975,1975,,,,,
49213,394508,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 3,,,,Kadolsky 1975,1975,,,,,
49216,394516,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 4,,,,Kadolsky 1975,1975,,,,,
49250,394754,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 5,,,,Kadolsky 1975,1975,,,,,
49252,394765,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 6,,,,Kadolsky 1975,1975,,,,,
49253,394766,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 7a,,,,Kadolsky 1975,1975,,,,,
49256,394769,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 7b,,,,Kadolsky 1975,1975,,,,,
49257,394770,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Neuwieder Becken 8,,,,Kadolsky 1975,1975,,,,,
49263,394912,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Eugene,,,,Smith and Ruff 1938,1938,,,,,
49277,397190,Early Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Saint Lucia,,,"1970, 1983",Kennedy et al. 1987,1987,,,,,
49385,400691,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Kennicott,,,,Imlay 1959,1959,,,,,
49386,400755,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Jewett,Pyramid Hill,,,Anderson 1911,1911,,,,,
49438,400872,Late Cretaceous,,100.5,NA,,66,NA,,NA,NA,,New Pit Chalk,,,,Woods 2002,2002,,,,,
49440,400879,MP 17A,MP 17B,37.71,NA,,33.9,NA,,NA,NA,,Headon Hill,Totland Bay,,,Hastings 1853,1853,,,,,
49536,400986,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Matanuska,,,,Imlay 1959,1959,,,,,
49562,401738,Early Cenomanian,Middle Cenomanian,100.5,NA,,93.9,NA,,NA,NA,,Griman Creek,Wallangulla Sandstone,,,Molnar 1999,1999,,,,,
49569,402330,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Lewes Nodular Chalk,,,,Woods 2002,2002,,,,,
49626,405120,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Cardenas,Upper,,,Schafhauser et al. 2003,2003,,,,,
49636,405192,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Cengellidere,,,,Masse et al. 2002,2002,,,,,
49642,405207,Bortonian,,42.6,NA,,39.1,NA,,NA,NA,,Waihao Greensand,Lower Greensand,,,Maxwell 1992,1992,,,,,
49648,405554,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Ojinaga,,,,Powell 1963,1963,,,,,
49656,405562,Middle Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Boquillas,,,,Kennedy and Cobban 1988,1988,,,,,
49686,405650,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Creechbarrow Limestone,,,,Hudleston 1902,1902,,,,,
50265,407931,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Lower Headon Beds,,,,Bosma 1974,1974,,,,,
50266,407940,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Upper Headon Beds,,,,Bosma 1974,1974,,,,,
50270,407952,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,"""Caliza de Peguera""",,,,Roman 1970,1970,,,,,
50281,410223,Early Cretaceous,,143.1,NA,,100.5,NA,,NA,NA,,Kinbu,,,,Hayami 1975,1975,,,,,
50287,410232,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Hoji,,,,Hayami 1975,1975,,,,,
50296,410244,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,"Minato, Azenotani, Kitaama & Shichi Shale, Shimonada Siltsone, Yoroizaki Sandstone",,,,Hayami 1975,1975,,,,,
50305,410254,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Shimonada Siltstone and Sandstone & Kitaama Sandstone and Shale,,,,Hayami 1975,1975,,,,,
50315,410265,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Mikasa Sandstone,,,,Hayami 1975,1975,,,,,
50325,410278,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Wakino,,,,Hayami 1975,1975,,,,,
50327,410281,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Choshi,,,,Hayami 1975,1975,,,,,
50339,410312,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Hidden Lake,,,,Néraudeau et al. 2000,2000,,,,,
50342,410322,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Snow Hill Island,,,,Néraudeau et al. 2000,2000,,,,,
50360,410351,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Monshizu,,,,Hayami 1975,1975,,,,,
50362,410371,Early Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Ashizawa,,,,Hayami 1975,1975,,,,,
50372,410592,Early Cretaceous,,143.1,NA,,100.5,NA,,NA,NA,,Shinshu,,,,Hayami 1975,1975,,,,,
50380,410622,Late Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Sengoku,,,9-Mar-90,Okazaki 1992,1992,,,,,
50384,410715,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Headon Beds,,,,Wood 1846,1846,,,,,
50465,410831,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Osborne Beds,,,,Prestwich 1846,1846,,,,,
50489,410895,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Barton Beds,Middle,,,Prestwich 1846,1846,,,,,
50536,410992,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Bembridge Marls,,,,Prestwich 1846,1846,,,,,
50540,410996,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Bembridge Limestone,,,,Prestwich 1846,1846,,,,,
50577,411822,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Blackheath Beds,Abbey Wood,,,Wrigley 1931,1931,,,,,
50687,412498,Paleocene,,66,NA,,56,NA,,NA,NA,,Denver,,,,Brown 1962,1962,,,,,
50694,412646,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,"Minato, Azenotani & Shichi Shale, Kitaama Sandstone, Yoroizaki Sandstone",,,,Hayami 1975,1975,,,,,
50702,412655,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Shimonada siltstone & Kitaama Sandstone,,,,Hayami 1975,1975,,,,,
50707,412757,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Misho,,,,Hayami 1975,1975,,,,,
50709,412954,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Keasey,Lower,,,Hickman 1980,1980,,,,,
50821,413071,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Toyajo,,,,Hayami 1975,1975,,,,,
50824,413083,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Hanoura,,,,Hayami 1975,1975,,,,,
50832,413110,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Miyanohara,,,,Hayami 1975,1975,,,,,
50835,413116,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Funagawara,,,,Hayami 1975,1975,,,,,
50844,413805,Cretaceous,,143.1,NA,,66,NA,,NA,NA,,Taikyu,,,,Hayami 1975,1975,,,,,
50845,413810,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Kitadani,,,,Hayami 1975,1975,,,,,
50850,414424,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Kunitan,,,,Hayami 1975,1975,,,,,
50855,414437,Neocomian,Albian,143.1,NA,,100.5,NA,,NA,NA,,Kikunotani,,,,Hayami 1975,1975,,,,,
50872,414509,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Hempstead,,,,Forbes 1856,1856,,,,,
50889,414827,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Isokusa,,,,Hayami 1975,1975,,,,,
50943,414899,Neocomian,Cenomanian,143.1,NA,,93.9,NA,,NA,NA,,Gumizaki,,,,Hayami 1975,1975,,,,,
51244,415244,Aptian,Albian,121.4,NA,,100.5,NA,,NA,NA,,Horombetsu,,,,Hayami 1975,1975,,,,,
51257,415259,Campanian,Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Hamanaka,,,,Hayami 1975,1975,,,,,
51274,415282,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Hiraiga,,,,Hayami 1975,1975,,,,,
51279,415287,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Aketo,,,,Hayami 1975,1975,,,,,
51299,415320,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Hagino,,,,Hayami 1975,1975,,,,,
51319,415356,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Tatsukawa,,,,Hayami 1975,1975,,,,,
51325,415378,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Ryoseki,,,,Hayami 1975,1975,,,,,
51328,415381,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Nakaminato,,,,Hayami 1975,1975,,,,,
51341,415419,Aptian,Albian,121.4,NA,,100.5,NA,,NA,NA,,Haidateyama,,,,Hayami 1975,1975,,,,,
51347,415426,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Tano,,,,Hayami 1975,1975,,,,,
51359,415442,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Tsubasayama Sandstone,,,,Hayami 1975,1975,,,,,
51460,415984,Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Ryozen,,,,Hayami 1975,1975,,,,,
51463,415987,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Shibakita,,,,Hayami 1975,1975,,,,,
51464,415988,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Inukai,,,,Hayami 1975,1975,,,,,
51467,415991,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Yoshino,,,,Hayami 1975,1975,,,,,
51468,415992,Coniacian,Santonian,89.8,NA,,83.6,NA,,NA,NA,,Tsuru,,,,Hayami 1975,1975,,,,,
51470,415994,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Amabe,,,,Hayami 1975,1975,,,,,
51481,416011,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Oshima,,,,Hayami 1975,1975,,,,,
51529,416982,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,os,,,,Forbes 1856,1856,,,,,
51538,417280,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Kawaguchi,,,,Hayami 1975,1975,,,,,
51539,417281,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Hachiryusan,,,,Hayami 1975,1975,,,,,
51540,417282,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Hinagu,,,,Hayami 1975,1975,,,,,
51545,417287,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Yatsushiro,,,,Hayami 1975,1975,,,,,
51576,417480,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Shiroi,,,,Hayami 1975,1975,,,,,
51584,417488,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Ishido,,,,Hayami 1975,1975,,,,,
51611,417515,Aptian,Albian,121.4,NA,,100.5,NA,,NA,NA,,Kawarazawa,,,,Hayami 1975,1975,,,,,
51624,417672,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Matsuo,,,,Hayami 1975,1975,,,,,
51626,417674,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Yoshimo,,,,Hayami 1975,1975,,,,,
51694,418089,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Koyamada,,,,Hayami 1975,1975,,,,,
51702,418120,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Doganaro,,,,Hayami 1975,1975,,,,,
51706,418137,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Todai,,,,Hayami 1975,1975,,,,,
51827,418529,Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Furushiroyama,,,,Hayami 1975,1975,,,,,
51829,418531,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Makinoyama,,,,Hayami 1975,1975,,,,,
51856,418567,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Miyaji,,,,Hayami 1975,1975,,,,,
51875,418589,Campanian,Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Nakamura,,,,Hayami 1975,1975,,,,,
51879,418619,Early Cretaceous,,143.1,NA,,100.5,NA,,NA,NA,,Shiohama,,,,Hayami 1975,1975,,,,,
51881,418648,Late Coniacian,Campanian,89.8,NA,,72.2,NA,,NA,NA,,Miyakura,,,,Hayami 1975,1975,,,,,
51886,418707,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Yuasa,,,,Hayami 1975,1975,,,,,
51889,418723,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Arita,,,,Hayami 1975,1975,,,,,
51906,419449,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Porter,,,,Tegland 1931,1931,,,,,
51907,419450,Middle Eocene,,48.07,NA,,37.71,NA,,NA,NA,,Townsend Shale,,,,Tegland 1931,1931,,,,,
51908,419451,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Blakeley,,,,Tegland 1931,1931,,,,,
51909,419452,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Pysht,,,,Tegland 1931,1931,,,,,
52129,423141,Tithonian,Neocomian,149.2,NA,,125.77,NA,,NA,NA,,Currier,,,,MacLeod and Hills 1990,1990,,,,,
